,lat,lon,name,NumberOfProjects,text
0,47.678061,9.157161672173231,Bibliotheksservice-Zentrum Baden-Württemberg (BSZ),1.0,Institute: Bibliotheksservice-Zentrum Baden-Württemberg (BSZ) with 1 project(s)
1,47.682362299999994,9.14497781560219,Byk-Gulden Lomberg Chemische Fabrik GmbH,1.0,Institute: Byk-Gulden Lomberg Chemische Fabrik GmbH with 1 project(s)
2,47.6900886,9.18824387650025,Universität Konstanz,328.0,Institute: Universität Konstanz with 328 project(s)
3,47.6900886,9.18824387650025,"Universität Konstanz Kommunikations-, Informations-, Medienzentrum (KIM)",2.0,"Institute: Universität Konstanz Kommunikations-, Informations-, Medienzentrum (KIM) with 2 project(s)"
4,47.7677539,8.996818300000001,Max-Planck-Institut für Ornithologie Außenstelle Vogelwarte Radolfzell,1.0,Institute: Max-Planck-Institut für Ornithologie Außenstelle Vogelwarte Radolfzell with 1 project(s)
5,47.8363265,8.971950199999998,ETO MAGNETIC GmbH,1.0,Institute: ETO MAGNETIC GmbH with 1 project(s)
6,47.873680799999995,12.6312912,Kliniken Südostbayern AG Klinikum Traunstein,1.0,Institute: Kliniken Südostbayern AG Klinikum Traunstein with 1 project(s)
7,47.8759467,11.727842800000001,Fraunhofer-Institut für Bauphysik (IBP) Abteilung Raumklima,1.0,Institute: Fraunhofer-Institut für Bauphysik (IBP) Abteilung Raumklima with 1 project(s)
8,47.9173343,11.2744451203527,Max-Planck-Institut für Ornithologie,1.0,Institute: Max-Planck-Institut für Ornithologie with 1 project(s)
9,47.975941799999994,8.8199299,CHIRON-WERKE GmbH & Co. KG,1.0,Institute: CHIRON-WERKE GmbH & Co. KG with 1 project(s)
10,47.980954499999996,8.8021709180474,Aesculap AG,1.0,Institute: Aesculap AG with 1 project(s)
11,47.9866655,7.780232526661,HÜTTINGER Elektronik GmbH + Co. KG,1.0,Institute: HÜTTINGER Elektronik GmbH + Co. KG with 1 project(s)
12,47.9975848,7.8417487999999995,Jedox AG,1.0,Institute: Jedox AG with 1 project(s)
13,47.9981175,7.8456295,Albert-Ludwigs-Universität Freiburg Zentrum für Populäre Kultur und Musik,1.0,Institute: Albert-Ludwigs-Universität Freiburg Zentrum für Populäre Kultur und Musik with 1 project(s)
14,47.99846825,7.86116702809491,Kiepenheuer-Institut für Sonnenphysik (KIS),1.0,Institute: Kiepenheuer-Institut für Sonnenphysik (KIS) with 1 project(s)
15,47.99924705,7.84810421006113,Albert-Ludwigs-Universität Freiburg Institut für Geo- und Umweltnaturwissenschaften Lehrstuhl für Hydrologie,1.0,Institute: Albert-Ludwigs-Universität Freiburg Institut für Geo- und Umweltnaturwissenschaften Lehrstuhl für Hydrologie with 1 project(s)
16,47.9994467,12.403832699999999,seele cover GmbH,1.0,Institute: seele cover GmbH with 1 project(s)
17,48.006652100000004,7.8381056,Brandenburgische Technische Universität Cottbus-Senftenberg,47.0,Institute: Brandenburgische Technische Universität Cottbus-Senftenberg with 47 project(s)
18,48.006652100000004,7.8381056,Universitätsklinikum Freiburg,44.0,Institute: Universitätsklinikum Freiburg with 44 project(s)
19,48.01044755,7.83490038491665,Fraunhofer-Institut für Physikalische Messtechnik (IPM),1.0,Institute: Fraunhofer-Institut für Physikalische Messtechnik (IPM) with 1 project(s)
20,48.02542475,7.85149313969125,Max-Planck-Institut für Immunbiologie und Epigenetik,10.0,Institute: Max-Planck-Institut für Immunbiologie und Epigenetik with 10 project(s)
21,48.02542475,7.85149313969125,Max-Planck-Institut für Immunbiologie und Epigenetik Abteilung Zelluläre und Molekulare Immunologie,1.0,Institute: Max-Planck-Institut für Immunbiologie und Epigenetik Abteilung Zelluläre und Molekulare Immunologie with 1 project(s)
22,48.0306724,8.9397199,Hammerwerk Fridingen GmbH Umform- und Bearbeitungstechnik,1.0,Institute: Hammerwerk Fridingen GmbH Umform- und Bearbeitungstechnik with 1 project(s)
23,48.0327354,7.85751888569327,Albert-Ludwigs-Universität Freiburg,637.0,Institute: Albert-Ludwigs-Universität Freiburg with 637 project(s)
24,48.034079799999994,7.851537335717991,Fraunhofer-Institut für Werkstoffmechanik (IWM),2.0,Institute: Fraunhofer-Institut für Werkstoffmechanik (IWM) with 2 project(s)
25,48.0512253,8.9682576,Vetus Latina-Institut,1.0,Institute: Vetus Latina-Institut with 1 project(s)
26,48.05141765,8.20772336299239,Hochschule Furtwangen,5.0,Institute: Hochschule Furtwangen with 5 project(s)
27,48.0802099,11.6383694,Universität der Bundeswehr München,5.0,Institute: Universität der Bundeswehr München with 5 project(s)
28,48.083356,11.275256599999999,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Standort Oberpfaffenhofen,3.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Standort Oberpfaffenhofen with 3 project(s)
29,48.08629875,9.1876804298422,Gühring oHG Geschäftsbereich Forschung & Entwicklung,1.0,Institute: Gühring oHG Geschäftsbereich Forschung & Entwicklung with 1 project(s)
30,48.0914908,11.6461992,Max-Planck-Institut für extraterrestrische Physik Halbleiterlabor,1.0,Institute: Max-Planck-Institut für extraterrestrische Physik Halbleiterlabor with 1 project(s)
31,48.0922068,11.2911460431378,Webasto AG Car OE Thermo Systems Global Comfort Solutions,1.0,Institute: Webasto AG Car OE Thermo Systems Global Comfort Solutions with 1 project(s)
32,48.09762255,9.79285757926168,Ernst-Jünger-Stiftung c/o Kreissparkasse Biberach,1.0,Institute: Ernst-Jünger-Stiftung c/o Kreissparkasse Biberach with 1 project(s)
33,48.1043937,11.4547864,Max-Planck-Institut für Biochemie Abteilung Molekulare Strukturbiologie,1.0,Institute: Max-Planck-Institut für Biochemie Abteilung Molekulare Strukturbiologie with 1 project(s)
34,48.1056993,11.4607153,International Max Planck Research School for Molecular and Cellular Life Sciences,1.0,Institute: International Max Planck Research School for Molecular and Cellular Life Sciences with 1 project(s)
35,48.1056993,11.4607153,Max-Planck-Institut für Biochemie (MPIB),23.0,Institute: Max-Planck-Institut für Biochemie (MPIB) with 23 project(s)
36,48.1056993,11.4607153,Max-Planck-Institut für Neurobiologie,10.0,Institute: Max-Planck-Institut für Neurobiologie with 10 project(s)
37,48.111329,11.4694986,Klinikum der Universität München,33.0,Institute: Klinikum der Universität München with 33 project(s)
38,48.11291655,11.4671048908805,Helmholtz Zentrum München Deutsches Forschungszentrum für Gesundheit und Umwelt Institut für Molekulare Immunologie,1.0,Institute: Helmholtz Zentrum München Deutsches Forschungszentrum für Gesundheit und Umwelt Institut für Molekulare Immunologie with 1 project(s)
39,48.113091499999996,11.4692495,Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Standort München,1.0,Institute: Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Standort München with 1 project(s)
40,48.118097399999996,11.5840667,Münchner Stadtbibliothek Monacensia Literaturarchiv,1.0,Institute: Münchner Stadtbibliothek Monacensia Literaturarchiv with 1 project(s)
41,48.12869245,11.359650366535302,PATH medical GmbH,1.0,Institute: PATH medical GmbH with 1 project(s)
42,48.13003865,11.5828884885519,Deutsches Museum (DM),1.0,Institute: Deutsches Museum (DM) with 1 project(s)
43,48.1306201,11.5890692495624,Collegium Carolinum e.V.,1.0,Institute: Collegium Carolinum e.V. with 1 project(s)
44,48.131001399999995,11.560524699999998,Klinikum der Universität München Campus Innenstadt,4.0,Institute: Klinikum der Universität München Campus Innenstadt with 4 project(s)
45,48.1362881,11.5598019,Tiramizoo GmbH,1.0,Institute: Tiramizoo GmbH with 1 project(s)
46,48.1370864,11.5987996,Klinikum rechts der Isar München der Technischen Universität München,5.0,Institute: Klinikum rechts der Isar München der Technischen Universität München with 5 project(s)
47,48.1370864,11.5987996,Technische Universität München Klinikum rechts der Isar Institut für Medizinische Statistik und Epidemiologie,1.0,Institute: Technische Universität München Klinikum rechts der Isar Institut für Medizinische Statistik und Epidemiologie with 1 project(s)
48,48.1376653,11.555908800000001,ACTANO GmbH,1.0,Institute: ACTANO GmbH with 1 project(s)
49,48.1381399,11.602192800000001,"Technische Universität München Klinikum rechts der Isar Institut für Medizinische Mikrobiologie, Immunologie und Hygiene",2.0,"Institute: Technische Universität München Klinikum rechts der Isar Institut für Medizinische Mikrobiologie, Immunologie und Hygiene with 2 project(s)"
50,48.14105670000001,11.581434800000002,Max-Planck-Institut für Innovation und Wettbewerb,1.0,Institute: Max-Planck-Institut für Innovation und Wettbewerb with 1 project(s)
51,48.14105670000001,11.581434800000002,Max-Planck-Institut für Steuerrecht und Öffentliche Finanzen,1.0,Institute: Max-Planck-Institut für Steuerrecht und Öffentliche Finanzen with 1 project(s)
52,48.1411249,11.5804332,Bayerische Akademie der Wissenschaften,3.0,Institute: Bayerische Akademie der Wissenschaften with 3 project(s)
53,48.1411687,11.5822929,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V. (MPG),4.0,Institute: Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V. (MPG) with 4 project(s)
54,48.1438836,11.576315259127801,Siemens AG,2.0,Institute: Siemens AG with 2 project(s)
55,48.144287,11.5664825,Zentralinstitut für Kunstgeschichte,3.0,Institute: Zentralinstitut für Kunstgeschichte with 3 project(s)
56,48.1460912,11.5807395,Generaldirektion der Staatlichen Archive Bayerns,3.0,Institute: Generaldirektion der Staatlichen Archive Bayerns with 3 project(s)
57,48.14739965,11.580600141379302,Bayerische Staatsbibliothek,52.0,Institute: Bayerische Staatsbibliothek with 52 project(s)
58,48.147467600000006,11.5635364,Staatliche Naturwissenschaftliche Sammlungen Bayerns (SNSB) Staatssammlung für Paläontologie und Geologie,1.0,Institute: Staatliche Naturwissenschaftliche Sammlungen Bayerns (SNSB) Staatssammlung für Paläontologie und Geologie with 1 project(s)
59,48.14753445,11.56770535,Südbayerisches Fernstudienzentrum an der Technischen Universität München,1.0,Institute: Südbayerisches Fernstudienzentrum an der Technischen Universität München with 1 project(s)
60,48.1481925,11.5725186,Ludwig-Maximilians-Universität München Department für Geo- und Umweltwissenschaften Sektion Geophysik,1.0,Institute: Ludwig-Maximilians-Universität München Department für Geo- und Umweltwissenschaften Sektion Geophysik with 1 project(s)
61,48.1489504,11.5833672812792,Hochschule für Philosophie München Philosophische Fakultät S.J.,1.0,Institute: Hochschule für Philosophie München Philosophische Fakultät S.J. with 1 project(s)
62,48.149030200000006,11.568780499999999,Technische Universität München (TUM),710.0,Institute: Technische Universität München (TUM) with 710 project(s)
63,48.149030200000006,11.568780499999999,Technische Universität München (TUM) Architekturmuseum,1.0,Institute: Technische Universität München (TUM) Architekturmuseum with 1 project(s)
64,48.15047575,11.579835648337701,Ludwig-Maximilians-Universität München,963.0,Institute: Ludwig-Maximilians-Universität München with 963 project(s)
65,48.15047575,11.579835648337701,Ludwig-Maximilians-Universität München Historisches Seminar Abteilung für Geschichte Osteuropas und Südosteuropas,1.0,Institute: Ludwig-Maximilians-Universität München Historisches Seminar Abteilung für Geschichte Osteuropas und Südosteuropas with 1 project(s)
66,48.150864299999995,11.5824286,Ludwig-Maximilians-Universität München Leopold-Wenger-Institut Abteilung A: Antike Rechtsgeschichte und Papyrusforschung,2.0,Institute: Ludwig-Maximilians-Universität München Leopold-Wenger-Institut Abteilung A: Antike Rechtsgeschichte und Papyrusforschung with 2 project(s)
67,48.1528343,11.6049841,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e. V.,2.0,Institute: ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e. V. with 2 project(s)
68,48.15303425,11.550049463982,Deutsches Herzzentrum München (DHM) Klinik an der Technischen Universität München,1.0,Institute: Deutsches Herzzentrum München (DHM) Klinik an der Technischen Universität München with 1 project(s)
69,48.15359035,11.553143192240501,Hochschule für angewandte Wissenschaften München,3.0,Institute: Hochschule für angewandte Wissenschaften München with 3 project(s)
70,48.156718299999994,11.5434999,Institut für Zeitgeschichte (IfZ),1.0,Institute: Institut für Zeitgeschichte (IfZ) with 1 project(s)
71,48.1583318,11.5641635447059,Ludwig-Maximilians-Universität München Institut für Kunstgeschichte,1.0,Institute: Ludwig-Maximilians-Universität München Institut für Kunstgeschichte with 1 project(s)
72,48.160029200000004,11.5712224,Institut für Sozialwissenschaftliche Forschung e.V. (ISF),2.0,Institute: Institut für Sozialwissenschaftliche Forschung e.V. (ISF) with 2 project(s)
73,48.1737315,11.5758265473352,Max-Planck-Institut für Psychiatrie,4.0,Institute: Max-Planck-Institut für Psychiatrie with 4 project(s)
74,48.1774055,11.7599355940926,genua Gesellschaft für Netzwerk- und Unix-Administration mbH,1.0,Institute: genua Gesellschaft für Netzwerk- und Unix-Administration mbH with 1 project(s)
75,48.18491875,11.6126024505494,Max-Planck-Institut für Physik (Werner-Heisenberg-Institut),2.0,Institute: Max-Planck-Institut für Physik (Werner-Heisenberg-Institut) with 2 project(s)
76,48.18491875,11.6126024505494,Max-Planck-Institut für Physik / Werner-Heisenberg-Institut (MPPMU) Abteilung Theoretische Physik,1.0,Institute: Max-Planck-Institut für Physik / Werner-Heisenberg-Institut (MPPMU) Abteilung Theoretische Physik with 1 project(s)
77,48.18628775,8.74693648603637,HEMA Schraubenfabrik und Befestigungstechnik GmbH,1.0,Institute: HEMA Schraubenfabrik und Befestigungstechnik GmbH with 1 project(s)
78,48.187473,11.655289830354302,Opta Sport Daten AG,1.0,Institute: Opta Sport Daten AG with 1 project(s)
79,48.1933782,11.470234199999998,Krauss Maffei Technologies GmbH,1.0,Institute: Krauss Maffei Technologies GmbH with 1 project(s)
80,48.1934843,10.7584281589626,Osram AG Werk Schwabmünchen,1.0,Institute: Osram AG Werk Schwabmünchen with 1 project(s)
81,48.21369065,11.480935658972001,MTU Aero Engines GmbH,1.0,Institute: MTU Aero Engines GmbH with 1 project(s)
82,48.221155100000004,11.5895302392641,Forschergruppe Diabetes e.V. am Helmholtz Zentrum München,1.0,Institute: Forschergruppe Diabetes e.V. am Helmholtz Zentrum München with 1 project(s)
83,48.221155100000004,11.5895302392641,Helmholtz Zentrum München Deutsches Forschungszentrum für Gesundheit und Umwelt,25.0,Institute: Helmholtz Zentrum München Deutsches Forschungszentrum für Gesundheit und Umwelt with 25 project(s)
84,48.221155100000004,11.5895302392641,"Helmholtz Zentrum München, GmbH Deutsches Forschungszentrum für Gesundheit und Umwelt Institut für Virologie",1.0,"Institute: Helmholtz Zentrum München, GmbH Deutsches Forschungszentrum für Gesundheit und Umwelt Institut für Virologie with 1 project(s)"
85,48.2523026,11.6310935,European Southern Observatory (ESO),3.0,Institute: European Southern Observatory (ESO) with 3 project(s)
86,48.25967775,11.6668263935895,Max-Planck-Institut für Quantenoptik (MPQ),4.0,Institute: Max-Planck-Institut für Quantenoptik (MPQ) with 4 project(s)
87,48.2609893,11.6714324,Max-Planck-Institut für Astrophysik (MPA),6.0,Institute: Max-Planck-Institut für Astrophysik (MPA) with 6 project(s)
88,48.26150075,11.668072060773001,Bayerische Akademie der Wissenschaften Leibniz-Rechenzentrum,6.0,Institute: Bayerische Akademie der Wissenschaften Leibniz-Rechenzentrum with 6 project(s)
89,48.261656099999996,11.6718026,Max-Planck-Institut für extraterrestrische Physik (MPE),3.0,Institute: Max-Planck-Institut für extraterrestrische Physik (MPE) with 3 project(s)
90,48.26314489999999,11.672058400000001,Max-Planck-Institut für Plasmaphysik (IPP),2.0,Institute: Max-Planck-Institut für Plasmaphysik (IPP) with 2 project(s)
91,48.264256200000005,11.6755314531574,Bayerische Akademie der Wissenschaften Walther-Meißner-Institut für Tieftemperaturforschung,1.0,Institute: Bayerische Akademie der Wissenschaften Walther-Meißner-Institut für Tieftemperaturforschung with 1 project(s)
92,48.2834701,8.863690457813341,Wenzel Knotenpunkt GmbH,1.0,Institute: Wenzel Knotenpunkt GmbH with 1 project(s)
93,48.33437375,10.898466677976801,Universität Augsburg,86.0,Institute: Universität Augsburg with 86 project(s)
94,48.3495051,8.2376746,Mathematisches Forschungsinstitut Oberwolfach gGmbH,3.0,Institute: Mathematisches Forschungsinstitut Oberwolfach gGmbH with 3 project(s)
95,48.36952745,10.8905748532866,Staats- und Stadtbibliothek Augsburg,1.0,Institute: Staats- und Stadtbibliothek Augsburg with 1 project(s)
96,48.4088484,8.4532754,ARBURG GmbH & Co KG,1.0,Institute: ARBURG GmbH & Co KG with 1 project(s)
97,48.4088484,8.4532754,Leibniz-Institut für Neue Materialien gGmbH (INM),1.0,Institute: Leibniz-Institut für Neue Materialien gGmbH (INM) with 1 project(s)
98,48.42261815,9.948502409532079,Universitätsklinikum Ulm,17.0,Institute: Universitätsklinikum Ulm with 17 project(s)
99,48.4251253,9.962937715684369,Universität Ulm,283.0,Institute: Universität Ulm with 283 project(s)
100,48.425204799999996,9.959795800000002,Universität Ulm Fakultät für Naturwissenschaften Institut für Allgemeine Zoologie und Endokrinologie,1.0,Institute: Universität Ulm Fakultät für Naturwissenschaften Institut für Allgemeine Zoologie und Endokrinologie with 1 project(s)
101,48.449009100000005,8.506537400000001,J. Schmalz GmbH,1.0,Institute: J. Schmalz GmbH with 1 project(s)
102,48.45751225,7.9424757130111505,Hochschule Offenburg,3.0,Institute: Hochschule Offenburg with 3 project(s)
103,48.4637208,8.6570899,LEUCO Ledermann GmbH & Co. KG,1.0,Institute: LEUCO Ledermann GmbH & Co. KG with 1 project(s)
104,48.48262020000001,9.1861975,Hochschule Reutlingen,3.0,Institute: Hochschule Reutlingen with 3 project(s)
105,48.4952925,9.1549209,NMI Naturwissenschaftliches und Medizinisches Institut an der Universität Tübingen,1.0,Institute: NMI Naturwissenschaftliches und Medizinisches Institut an der Universität Tübingen with 1 project(s)
106,48.4962764,9.190581199999999,Robert Bosch GmbH Geschäftsbereich Automotive Electronics,1.0,Institute: Robert Bosch GmbH Geschäftsbereich Automotive Electronics with 1 project(s)
107,48.52441205,9.05972173269931,Eberhard Karls Universität Tübingen,610.0,Institute: Eberhard Karls Universität Tübingen with 610 project(s)
108,48.5245326,9.0517408857744,"Universitätsklinikum Tübingen Zentrum für Zahn-, Mund- und Kieferheilkunde Poliklinik für Zahnärztliche Prothetik und Propädeutik",1.0,"Institute: Universitätsklinikum Tübingen Zentrum für Zahn-, Mund- und Kieferheilkunde Poliklinik für Zahnärztliche Prothetik und Propädeutik with 1 project(s)"
109,48.5246575,9.0547112,Leibniz-Institut für Wissensmedien (IWM),1.0,Institute: Leibniz-Institut für Wissensmedien (IWM) with 1 project(s)
110,48.52773935,9.048931083105028,Medizinische Fakultät und Universitätsklinikum Tübingen,21.0,Institute: Medizinische Fakultät und Universitätsklinikum Tübingen with 21 project(s)
111,48.52860325,8.30224744557349,Badisches Landesmuseum Karlsruhe,1.0,Institute: Badisches Landesmuseum Karlsruhe with 1 project(s)
112,48.52922235,9.03942563312489,Universitätsklinikum Tübingen Medizinische Universitätsklinik Labor für Stammzellforschung,1.0,Institute: Universitätsklinikum Tübingen Medizinische Universitätsklinik Labor für Stammzellforschung with 1 project(s)
113,48.5301961,9.06791316065898,Eberhard Karls Universität Tübingen Asien-Orient-Institut Abteilung für Japanologie,1.0,Institute: Eberhard Karls Universität Tübingen Asien-Orient-Institut Abteilung für Japanologie with 1 project(s)
114,48.53036575,9.073981481037881,Eberhard Karls Universität Tübingen Asien-Orient-Institut Abteilung für Sinologie und Koreanistik,1.0,Institute: Eberhard Karls Universität Tübingen Asien-Orient-Institut Abteilung für Sinologie und Koreanistik with 1 project(s)
115,48.5308316,9.037733900000001,"Universitätsklinikum Tübingen Deutsches Herzkompetenz Zentrum Universitätsklinik für Thorax-, Herz- und Gefäßchirurgie",1.0,"Institute: Universitätsklinikum Tübingen Deutsches Herzkompetenz Zentrum Universitätsklinik für Thorax-, Herz- und Gefäßchirurgie with 1 project(s)"
116,48.5308316,9.037733900000001,Universitätsklinikum Tübingen Klinik für Urologie,1.0,Institute: Universitätsklinikum Tübingen Klinik für Urologie with 1 project(s)
117,48.5310719,9.0377554,Eberhard Karls Universität Tübingen Interfakultäres Institut für Biochemie,1.0,Institute: Eberhard Karls Universität Tübingen Interfakultäres Institut für Biochemie with 1 project(s)
118,48.531380299999995,9.0420082247481,Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Standort Tübingen c/o Hertie-Institut für klinische Hirnforschung,1.0,Institute: Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Standort Tübingen c/o Hertie-Institut für klinische Hirnforschung with 1 project(s)
119,48.534287799999994,9.055267500000001,Max-Planck-Institut für Intelligente Systeme (MPI) Standort Tübingen,1.0,Institute: Max-Planck-Institut für Intelligente Systeme (MPI) Standort Tübingen with 1 project(s)
120,48.534287799999994,9.055267500000001,Max-Planck-Institut für biologische Kybernetik,3.0,Institute: Max-Planck-Institut für biologische Kybernetik with 3 project(s)
121,48.53675565,9.057326286188962,Max-Planck-Institut für Entwicklungsbiologie,4.0,Institute: Max-Planck-Institut für Entwicklungsbiologie with 4 project(s)
122,48.5370062,9.0579962,Friedrich-Miescher-Laboratorium für biologische Arbeitsgruppen in der Max-Planck-Gesellschaft,1.0,Institute: Friedrich-Miescher-Laboratorium für biologische Arbeitsgruppen in der Max-Planck-Gesellschaft with 1 project(s)
123,48.555656899999995,12.198379,Hochschule Landshut,1.0,Institute: Hochschule Landshut with 1 project(s)
124,48.566393299999994,13.4496081145779,Universität Passau,1.0,Institute: Universität Passau with 1 project(s)
125,48.6681435,9.0699546,KISTLER Automotive GmbH Competence Center Schönaich,1.0,Institute: KISTLER Automotive GmbH Competence Center Schönaich with 1 project(s)
126,48.68211315,10.149839656813601,Landratsamt Heidenheim,1.0,Institute: Landratsamt Heidenheim with 1 project(s)
127,48.7125592,9.2138776,Wirtschaftsarchiv Baden-Württemberg,1.0,Institute: Wirtschaftsarchiv Baden-Württemberg with 1 project(s)
128,48.7150855,9.4127311,CeramTec AG Innovative Ceramic Engineering,1.0,Institute: CeramTec AG Innovative Ceramic Engineering with 1 project(s)
129,48.7381463,9.1079049,Zentrum für Sonnenenergie- und Wasserstoff-Forschung Baden-Württemberg (ZSW),1.0,Institute: Zentrum für Sonnenenergie- und Wasserstoff-Forschung Baden-Württemberg (ZSW) with 1 project(s)
130,48.7418885,9.0991954,Fraunhofer-Institut für Arbeitswirtschaft und Organisation (IAO),1.0,Institute: Fraunhofer-Institut für Arbeitswirtschaft und Organisation (IAO) with 1 project(s)
131,48.7418885,9.0991954,Fraunhofer-Institut für Bauphysik (IBP),1.0,Institute: Fraunhofer-Institut für Bauphysik (IBP) with 1 project(s)
132,48.7418885,9.0991954,Fraunhofer-Institut für Produktionstechnik und Automatisierung (IPA),2.0,Institute: Fraunhofer-Institut für Produktionstechnik und Automatisierung (IPA) with 2 project(s)
133,48.7464665,9.082205900000002,Max-Planck-Institut für Festkörperforschung (MPI-FKF),3.0,Institute: Max-Planck-Institut für Festkörperforschung (MPI-FKF) with 3 project(s)
134,48.7467743,9.0806663,Max-Planck-Institut für Intelligente Systeme,4.0,Institute: Max-Planck-Institut für Intelligente Systeme with 4 project(s)
135,48.7481036,13.7570766,Parat Beteiligungs GmbH,1.0,Institute: Parat Beteiligungs GmbH with 1 project(s)
136,48.7482263,9.10161362330769,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Bauweisen und Strukturtechnologie,1.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Bauweisen und Strukturtechnologie with 1 project(s)
137,48.7482263,9.10161362330769,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Technische Thermodynamik (ITT),1.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Technische Thermodynamik (ITT) with 1 project(s)
138,48.7482263,9.10161362330769,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Verbrennungstechnik,1.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Verbrennungstechnik with 1 project(s)
139,48.7482263,9.10161362330769,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Standort Stuttgart,2.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Standort Stuttgart with 2 project(s)
140,48.7630165,11.4250395,AUDI AG Innovation und IT (I/PW-I) Sparte Werkzeugbau,1.0,Institute: AUDI AG Innovation und IT (I/PW-I) Sparte Werkzeugbau with 1 project(s)
141,48.777009,9.17974170500551,Landesmuseum Württemberg Abteilung Archäologie,1.0,Institute: Landesmuseum Württemberg Abteilung Archäologie with 1 project(s)
142,48.77724645,9.185466618171588,Württembergische Landesbibliothek,2.0,Institute: Württembergische Landesbibliothek with 2 project(s)
143,48.77724645,9.185466618171588,Württembergische Landesbibliothek Bibliothek für Zeitgeschichte,1.0,Institute: Württembergische Landesbibliothek Bibliothek für Zeitgeschichte with 1 project(s)
144,48.77839625,9.173675469674109,IMPULS-Stiftung,1.0,Institute: IMPULS-Stiftung with 1 project(s)
145,48.77907555,9.18663575248467,Landesarchiv Baden-Württemberg,3.0,Institute: Landesarchiv Baden-Württemberg with 3 project(s)
146,48.78192135,9.171613216045099,Universität Stuttgart Universitätsbibliothek Stuttgart,1.0,Institute: Universität Stuttgart Universitätsbibliothek Stuttgart with 1 project(s)
147,48.7825717,9.1770484,Universität Stuttgart Universitätsarchiv,1.0,Institute: Universität Stuttgart Universitätsarchiv with 1 project(s)
148,48.7826459,9.1751072,Universität Stuttgart Betriebswirtschaftliches Institut Abteilung V: Lehrstuhl für ABWL und Controlling,1.0,Institute: Universität Stuttgart Betriebswirtschaftliches Institut Abteilung V: Lehrstuhl für ABWL und Controlling with 1 project(s)
149,48.7828472,10.100645199999999,Carl Zeiss AG,1.0,Institute: Carl Zeiss AG with 1 project(s)
150,48.784507399999995,9.24189082113243,Daimler AG Health & Safety (PER/HS),1.0,Institute: Daimler AG Health & Safety (PER/HS) with 1 project(s)
151,48.7860536,9.06358377568494,"Robert Bosch GmbH Zentralbereich Forschung und Entwicklung Applied Research Chemistry, CR/ARC1",1.0,"Institute: Robert Bosch GmbH Zentralbereich Forschung und Entwicklung Applied Research Chemistry, CR/ARC1 with 1 project(s)"
152,48.8150907,9.185725199999998,Robert Bosch Gesellschaft für medizinische Forschung mbH Dr. Margarete Fischer-Bosch-Institut für Klinische Pharmakologie (IKP),2.0,Institute: Robert Bosch Gesellschaft für medizinische Forschung mbH Dr. Margarete Fischer-Bosch-Institut für Klinische Pharmakologie (IKP) with 2 project(s)
153,48.81855325,9.0698733094536,TRUMPF Werkzeugmaschinen GmbH + Co. KG,1.0,Institute: TRUMPF Werkzeugmaschinen GmbH + Co. KG with 1 project(s)
154,48.82949745,12.954697754288098,Technische Hochschule Deggendorf,8.0,Institute: Technische Hochschule Deggendorf with 8 project(s)
155,48.8314787,10.0896236744403,MAPAL Fabrik für Präzisionswerkzeuge Dr. Kress KG,1.0,Institute: MAPAL Fabrik für Präzisionswerkzeuge Dr. Kress KG with 1 project(s)
156,48.83805615,10.0733757619322,Hochschule Aalen - Technik und Wirtschaft,8.0,Institute: Hochschule Aalen - Technik und Wirtschaft with 8 project(s)
157,48.850854999999996,8.9054317,Porsche Engineering Group GmbH,1.0,Institute: Porsche Engineering Group GmbH with 1 project(s)
158,48.8783688,10.049922800000001,Daimler AG,2.0,Institute: Daimler AG with 2 project(s)
159,48.8783688,10.049922800000001,Universität Hohenheim,42.0,Institute: Universität Hohenheim with 42 project(s)
160,48.8785181,8.71794985045046,"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht",1.0,"Institute: Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht with 1 project(s)"
161,48.9957112,8.39748481277251,microworks GmbH,1.0,Institute: microworks GmbH with 1 project(s)
162,48.99643455,12.093992833920698,Universität Regensburg,283.0,Institute: Universität Regensburg with 283 project(s)
